# Fix print output for fix def1
0.000999999999999843 -69.704077986493 -70.4050197516918 -123.738529620868 305.604533150751 300
0.00200000000000004 -69.702087700915 -70.4044784518162 -123.041899440858 289.631068465516 300
0.00299999999999988 -69.7251884170456 -70.4264229168326 -122.37927561889 288.547374389006 300
0.00400000000000007 -69.7574989244896 -70.4549951313151 -121.734632945107 291.189173945663 300
0.00499999999999992 -69.8135068921258 -70.5047317852187 -121.123207767441 307.789011712845 300
0.00600000000000011 -69.854634081609 -70.5369447663553 -120.505986878836 311.145985760077 300
0.00699999999999996 -69.8932078803654 -70.5640832349108 -119.896331798175 309.937625778894 300
0.00800000000000015 -69.9104915185923 -70.5677512619988 -119.276224730323 291.011279334988 300
0.00899999999999999 -69.9575758985153 -70.5987022370383 -118.697639095435 289.933795238991 300
0.00999999999999984 -70.0139375142524 -70.6364985147233 -118.140644440384 291.966131631573 300
0.011 -70.0919440110003 -70.6930460738011 -117.618351484173 305.052068973353 300
0.0119999999999999 -70.16443385291 -70.7419405119417 -117.105391094996 309.526944493226 300
0.0130000000000001 -69.9244102142696 -70.4739759034142 -116.093066052852 305.478323777213 300
0.0139999999999999 -70.0012014215334 -70.5231978374613 -115.623870109425 298.96926881239 300
0.0150000000000001 -70.0862022524477 -70.5786521358673 -115.187154162292 287.015133135638 300
0.0159999999999999 -70.223007808013 -70.6811888349047 -114.831544483533 294.995453705528 300
0.0170000000000001 -70.3963785762768 -70.8164043564378 -114.551447017501 305.826157344564 300
0.018 -70.6124160924716 -70.9902309864633 -114.36597827216 314.341054740757 300
0.019 -70.8650894944607 -71.1978134987969 -114.286653119871 303.672022625728 300
0.02 -71.2054681483466 -71.4860239256155 -114.385104446162 292.480615411102 300
0.0209999999999999 -71.6724732703733 -71.8887496656464 -114.722112953854 289.471880025391 300
0.0220000000000001 -72.2855727489269 -72.4182765629348 -115.329965090376 294.555279837083 300
0.0229999999999999 -73.0435819992332 -73.061422420561 -116.18793668414 313.479033626532 300
0.0240000000000001 -73.8155571664207 -73.6873065897208 -117.080119134133 310.02420628074 300
0.0249999999999999 -74.0841560204763 -73.8107095615021 -117.127199696111 299.601503844232 300
0.0260000000000001 -74.2082088976885 -73.8842899184209 -116.851336900592 289.938272956029 300
0.027 -73.4595311707134 -73.2867277792683 -115.037541125893 289.358712656209 300
0.028 -71.5471387359649 -71.7750926158713 -111.152043622164 303.329105228333 300
0.029 -68.4120469865549 -69.277570185604 -105.093114939327 311.130436514087 300
0.0299999999999999 -64.3220958198015 -65.9632179098638 -97.3143525791408 303.535830430651 300
0.0310000000000001 -59.7452337543422 -62.0764397790277 -88.5228669386688 291.502135693859 300
0.0319999999999999 -55.0734440228707 -57.730219682917 -79.2118166534638 288.953353244692 300
